,Name,Lowest price,Price per slot,Trader price,Last update,Hash EN,Hash RU
1364,Magpul PRS 2 polymer stock for FAL,10000,5000,9070,Price updated 3 hours ago,7195a284b4cbbbb9c885fc205de49131,None
1365,Magpul PRS GEN2 FDE stock,9999,4999,9573,Price updated 2 hours ago,5445d9079c5c54725ef8e814a3b80cec,None
1366,Magpul PRS GEN3 Grey stock,24900,12450,10528,Price updated 29 minutes ago,71c26e9dbf91d189025fb3242bb42de5,None
1367,Magpul PRS GEN3 stock,25999,12999,10528,Price updated 2 hours ago,190f1ce7cc66301a849135393230b07c,None
1368,Magpul Rubber Butt-Pad for Carbine stock series,12333,12333,2676,Price updated 3 hours ago,69c33d24bfb15ea2429e77d5f5d9624a,None
1369,Maxim Defence CQB collapsing/telescoping MCX/MPX stock,8525,4262,2100,Price updated 8 months ago,No hash,None
1370,Mesa Tactical Crosshair Hydraulic buffer tube,22000,11000,11928,Price updated 1 an hour ago,1a38a462303438c388429ab246f465fc,None
1371,Metal Izhmash stock for PP-19-01,18000,9000,844,Price updated 38 minutes ago,No hash,None
1372,Molot wooden VPO-136 stock,5555,2777,1021,Price updated 2 days ago,96816dd9676f100c9aad6006b05d7fc1,None
1373,Molot wooden VPO-209 stock,2500,1250,1019,Price updated 3 days ago,e347c9a6c4a83faa26011bb71c87023e,None
1374,Mosin carbine stock,4000,1333,1859,Price updated 2 days ago,1bbeba079155ee7f5c3e56eb5b9e2e9c,None
1375,Mosin rifle sniper carbine stock,10999,3666,2005,Price updated 2 hours ago,1d3cbd426c3c3093b1c335874f0fb01a,None
1376,Orsis Aluminium body for T-5000,98000,49000,7392,Price updated 18 hours ago,d527d1da1c76c89ca9ff4594ad62e637,None
1377,Orsis T-5000M Stock,10000,5000,1764,Price updated 5 hours ago,7195a284b4cbbbb9c885fc205de49131,None
1378,"PMM ""ULSS"" foldable MCX/MPX stock",8888,4444,3489,Price updated 1 an hour ago,784f6ed2bf5e5b0f719117b0ba8de495,None
1379,PPSH-41 stock,2755,1377,1187,Price updated 10 days ago,c592d3557e5d694f5c78e4430c6313ac,None
1380,PRO 700 folding stock,6863,3431,2631,Price updated 8 months ago,No hash,None
1381,Plastic pistol grip for MP-133/153,0,0,0,None,dbb5542638582f2e758ea4965991127d,None
1382,Plastic stock for MP-133/153,0,0,0,None,a64d858e9bc4a6aafb1dc7ca26ff3b83,None
1383,Polymer stock DSA humpback for SA-58,0,0,0,None,e6591f4fbd4544756cf601dc62019246,None
1384,Polymer stock for AK-74M (6P34 Sb.15),0,0,0,None,6c6b5bcf8573e6cbfa8b92be77a08306,None
1385,Polymer stock for M590A1,0,0,0,None,87c66e05e783b354567e365b9395e166,None
1386,Polymer stock for SVDS,0,0,0,None,20c40c8141e1bff626f5bb5e29ff5db5,None
1387,Polymer stock for UMP,0,0,0,None,780e993059a656dcb377b73051a93004,None
1388,ProMag Archangel OPFOR PRS Mosin rifle stock,0,0,0,None,25d6751886411eb9aea00cf93eeabc0c,None
1389,Promag Archangel polymer stock for M700,0,0,0,None,8e6fd65c11960084a2af52bc61f55f9f,None
1390,Raptor grip for M870,0,0,0,None,3da83961405e80359ee3d48153432c58,None
1391,Recoil pad from Aim Sports for Mosin rifle,0,0,0,None,bfb8a5edda754d928265d63ff146aa3a,None
1392,Recoil pad from GP-25 for AK Accessory Kit,0,0,0,None,86992fbe1f2f759a642f4bf9f6471ea7,None
1393,Regular Mosin rifle stock,0,0,0,None,a7d11b7131be5710c7cf6e543922f817,None
1394,"Regular VPO-101 ""Vepr Hunter"" stock",0,0,0,None,No hash,None
1395,Regular VPO-215 stock,0,0,0,None,No hash,None
1396,Regular stock for B&T MP9,0,0,0,None,No hash,None
1397,Regular stock for HK MP7A1,0,0,0,None,No hash,None
1398,Regular stock for HK MP7A2,0,0,0,None,No hash,None
1399,Remington SPS Polymer stock for M870,0,0,0,None,4e9894afd6702000daeb9b88013147ab,None
1400,SGA stock for M590,0,0,0,None,1c5d539616b2ef7a0e293c00be175673,None
1401,SGA stock for M870,0,0,0,None,962a70b54193f275720c26578f0b245f,None
1402,SI Advanced receiver extension buffer tube,0,0,0,None,a75bae21aff5664e3873f999f6d1686a,None
1403,SI Advanced receiver extension buffer tube (anodized red),0,0,0,None,7195a284b4cbbbb9c885fc205de49131,None
1404,SI Viper Mod.1 Stock,0,0,0,None,d7bb78ad6211d03f9a25ff176c9a57df,None
1405,SIG Sauer Thin lightweight MCX/MPX stock,0,0,0,None,5217c413a85e2b665107b35c2a8089ca,None
1406,SIG Sauer telescoping MCX/MPX stock,0,0,0,None,d36e938b1aeb6ea111af05d395e5b536,None
1407,SIG retractable stock pipe adapter,0,0,0,None,9ead7743ae3bb17a52e489afdd93275e,None
1408,Sawn off Mosin rifle sniper stock,0,0,0,None,3ce4499a23cf0151e7a517fc7b3c99a3,None
1409,Sawn off regular Mosin rifle stock,0,0,0,None,No hash,None
1410,TOZ stock for TOZ-106,0,0,0,None,e9eed1eb83198a9d8a3f4d3dbcce9645,None
1411,TSNIITochMash AS VAL stock,0,0,0,None,661b50fd70713f366aeb2996fb538768,None
1412,TSNIITochMash VSS Vintorez stock,0,0,0,None,c72fffd6a77b8b5ea2ff378dc72edfd7,None
1413,Tapco INTRAFUSE Stock for SKS,0,0,0,None,cc5ee56c49e27fd82d20a079a37e38f1,None
1414,Tapco buffer tube,0,0,0,None,620122b10ecb3d9ca0a6794fa9c70cd4,None
1415,Troy M7A1 PDW Blk stock,0,0,0,None,5ba25765a3e799739485889c49052cda,None
1416,Troy M7A1 PDW FDE stock,0,0,0,None,37d4f170abce5d4077bb8106834c47e8,None
1417,Troy S.A.S.S. Chassis stock for M14,0,0,0,None,30ac15ba429e2f6aec7d37879917e0a5,None
1418,UBR GEN2 FDE stock,0,0,0,None,5d94cb9fafc83c1563c4c34a3f187449,None
1419,UBR GEN2 black stock,0,0,0,None,35aad0991aa4611174f29d0992e5252c,None
1420,VPO-101 SVD style stock,0,0,0,None,1a232a251d17cbfa692b401fb444be2c,None
1421,Wired stock for KS-23M,0,0,0,None,870d866731c3534827b0d7554e9f6dda,None
1422,Wooden stock 56-A-231 Sb.5,0,0,0,None,2341055dd588d70bd4981d5fdcaeddf5,None
1423,Wooden stock for KS-23,0,0,0,None,f3b254f5361b2f79b1061c93c2378ae9,None
1424,Wooden stock for MP-133/153,0,0,0,None,a47d6bd7aaa9fff58ada1a0b89a1d7eb,None
1425,Wooden stock for Molot OP-SKS,0,0,0,None,147c254a128f34d1a57a382c5bef2666,None
1426,"Zenit PT-1 ""Klassika"" stock",0,0,0,None,dd791f0025eb79c2fd41f41f488ba1f5,None
1427,"Zenit PT-3 ""Klassika"" stock",0,0,0,None,9b7fbbfd7321b023f695852efc06a1fc,None
1428,Zhukov-S for AK,0,0,0,None,cae9af88e4df19ab35279bef040bbe42,None
1429,1P59 scope eyecup,4222,4222,323,Price updated 5 days ago,9cac050c9c76508106cfd7a808304450,None
1430,AGR-870 protection cap,1999,1999,144,Price updated 5 days ago,31da2d156c29be66aea59b347f1c206f,None
1431,Caspian Trik Trigger for M1911A1,8000,8000,2072,Price updated 2 days ago,50086ca8a8eaf3b58b008a0e23dcf94d,None
1432,Cobra family sights shade,0,0,0,None,f2242f3fb91194e15ee610be310997e5,None
1433,Hammer for M1911A1,6000,6000,196,Price updated 5 days ago,68df1dbc3d2c8802b3a316c1a63ae3ca,None
1434,Hammer for M1911A1,6000,6000,196,Price updated 5 days ago,68df1dbc3d2c8802b3a316c1a63ae3ca,None
1435,Hammer for M45A1,15500,15500,280,Price updated 5 hours ago,No hash,None
1436,Heat shield for SV-98 silencer,4900,4900,224,Price updated 6 days ago,9916f1475672b707c4abaa6926bac2f3,None
1437,KAC long panel for URX 3/3.1,4200,4200,980,Price updated 2 days ago,16f0e37033ab83d4883b0ac2a5941dfd,None
1438,KAC long panel for URX 3/3.1 FDE,4444,4444,980,Price updated 3 days ago,614732210b188ccb69f6d33da0d2f646,None
1439,KAC short panel for URX 3/3.1,3999,3999,672,Price updated 5 days ago,a87226ff7ed886aff01cc7ee044bdaac,None
1440,KAC short panel for URX 3/3.1 FDE,3500,3500,672,Price updated 3 days ago,a4b59b03006d552c32665822e1e5aa21,None
1441,KAC stopper panel for URX 3/3.1,3704,3704,1596,Price updated 5 days ago,e8167caaca5f065afb127cbd5f6160b2,None
1442,KAC stopper panel for URX 3/3.1 FDE,2000,2000,1596,Price updated 5 days ago,c85c1e05571f8182d383d9c0eaca1c5c,None
1443,NSPU-M scope eyecup,300,300,146,Price updated 5 days ago,c80a99a1077ea0e38ec66b4d15b573eb,None
1444,PSO scope eyecup,2995,2995,155,Price updated 5 days ago,4fadd502f1b8af56ecc800bb0ef78f3b,None
1445,REAP-IR scope eyecup,10000,10000,199,Price updated 5 days ago,55a435abf5a08375d832d4727d52f45f,None
1446,STI HEX Hammer for M1911A1,5000,5000,2240,Price updated 3 days ago,becc0970ed0402c4fd6a7c63e755ecf3,None
1447,SV-98 anti-heat ribbon,9000,9000,1312,Price updated 3 days ago,355e0c7b73a2a6d141368497724828d9,None
1448,Slide lock for M1911A1,9999,9999,168,Price updated 5 days ago,No hash,None
1449,Slide lock for M45A1,20000,20000,280,Price updated 6 hours ago,No hash,None
1450,Trigger for M1911A1,8500,8500,252,Price updated 5 days ago,No hash,None
1451,Trigger for M45A1,9999,9999,308,Price updated 15 hours ago,No hash,None
1452,USP-1 scope eyecup,349,349,155,Price updated 2 days ago,2ad013ba0c606fecef0d02d4ab7cc4c6,None
1453,Vulcan MG scope eyecup,2000,2000,394,Price updated 5 days ago,e7340e62527e9a7a900e2ef78d3c086b,None
1454,Wilson Extended slide stop for M1911A1,3999,3999,1008,Price updated 4 days ago,04ff0ae4ba60455b32a091861c3b310c,None
1455,Wilson Ultralight skeletonized hammer for M1911A1,16499,16499,2744,Price updated 2 hours ago,5dff2227b19b1c0dcfac5ccd267d18a9,None
1456,Zev Tech sight mount cap,2222,2222,56,Price updated 5 days ago,e4eff4ae6d511e6a98670216a1800b01,None
1457,F-1 Hand grenade,8395,8395,2799,Price updated 33 minutes ago,afd86039b65b0f7b986c4da1d1508831,None
1458,M67 Hand grenade,31999,31999,4009,Price updated 38 minutes ago,db41ee77c2b29c54ad3bdf90168bf40b,None
1459,RDG-2B Smoke grenade,6999,3499,2720,Price updated 37 minutes ago,cbedef9bd05fe963de1168c818329c21,None
1460,RGD-5 hand grenade,9999,9999,3614,Price updated an hour ago,23be6c98d96e69db96ab854518a5850e,None
1461,VOG-17 Khattabka grenade,9999,9999,4614,Price updated 1 an hour ago,c6e624284c2617e3828c00db6034b02c,None
1462,VOG-25 Khattabka grenade,17850,17850,2350,Price updated 35 minutes ago,5e2af1628561457539b54c8bf099c3bd,None
1463,Zarya stun grenade,6500,6500,3357,Price updated 37 minutes ago,4b0009f904a10cef15de9c4e8fc7e8bb,None
1464,6h5 Bayonet,22555,11277,16824,Price updated 3 hours ago,d0493438426a56feda91244023830f2d,None
1465,Antique axe,56000,28000,56760,Price updated 3 hours ago,12c67dcbb1c9b27209025647ef88da29,None
1466,Bars A-2607- 95x18,3500,1750,3067,Price updated 3 hours ago,d8aebda63f080f1b2e3300abf8203e16,None
1467,Bars A-2607- Damascus,3333,1666,2155,Price updated 31 a minute ago,46240b32089056c9e4eefde273fdbae1,None
1468,Camper axe,52000,17333,24720,Price updated 3 hours ago,30f5ce2533f48f7eb724397fe8f50274,None
1469,Crash Axe,3000,1000,270000,Price updated 7 months ago,No hash,None
1470,Cultist's knife,17777,8888,21000,Price updated 3 hours ago,cba0c0f50575691751ddbf0068622aa9,None
1471,ER Fulcrum Bayonet,11999,5999,10260,Price updated 2 hours ago,eb28b400ff773d2f6aa78947ecfd464b,None
1472,Freeman crowbar,12500,4166,10920,Price updated 2 hours ago,cb4e144a9d6cf22c58f523f21fa62291,None
1473,Grylls Ultimate Fixed Blade,0,0,0,None,No hash,None
1474,Kiba Arms Tactical Tomahawk,115000,38333,10080,Price updated 3 months ago,41a5a50ad6a96f09ea79a480bdad309b,None
1475,MPL-50 entrenching tool,19999,6666,2136,Price updated 8 months ago,903b8b95f8b44fbd11dbcb599e2b9c36,None
1476,Miller Bros. Blades M-2 Tactical Sword,15000000,5000000,942000,Price updated 8 months ago,No hash,None
1477,Red Rebel Ice pick,4000000,1333333,663978,Price updated 25 minutes ago,b7c74e99c55325c8a000b03d21a39581,None
1478,SP-8 Survival Machete,79999,26666,46500,Price updated 31 a minute ago,047810096a222a9d57697981b43a1b14,None
1479,5.11 Hexgrid plate carrier,240000,26666,130200,Price updated an hour ago,47efca9a6ed611900a97dc3e60ab2fb8,None
1480,6B13 M assault armor (tan),0,0,0,None,9212c74d9445fc1fcd6ea1ce407164d0,None
1481,6B13 assault armor (digital flora pattern),0,0,0,None,e8d91c9fcc7b6af27384c52fd3689be7,None
1482,6B13 assault armor (flora pattern),0,0,0,None,382f3e870922be59a28b166768257269,None
1483,6B2 armor (flora),0,0,0,None,1a5e4f50d6ed6d1605946ef5036a3356,None
1484,6B23-1 armor (digital flora pattern),0,0,0,None,b7dbc4b97b9ef077ee61cab035db8e7e,None
1485,6B23-2 armor (mountain flora pattern),0,0,0,None,90c27d1022c4f232f6c502e7e89b70cd,None
1486,6B43 Zabralo-Sh 6A Armor,0,0,0,None,550ca66bafd4f55f77ca771d17303220,None
1487,6B47 Helmet with cover (flora digital),27999,6999,19242,Price updated 24 minutes ago,f4bde49a24b34c58fb9ca6e3ea4680ce,None
1488,6B47 Ratnik-BSh Helmet,24911,6227,18961,Price updated an hour ago,e54c9b6f47b6db750fd6fc550dc7977e,None
1489,Additional armor for the Bastion helmet,88888,44444,68386,Price updated 3 hours ago,7628a4568924de40628e6a2981f0e392,None
1490,Altyn face shield,0,0,0,None,85606c9cf93959d762c4d4f75c611184,None
1491,Altyn helmet,98999,24749,99403,Price updated an hour ago,f40bd7c972b3275d4e1a57114b2fbb80,None
1492,BNTI Gzhel-K armor,0,0,0,None,fa16ce9e4750f2b758898f47b7780c48,None
1493,BNTI Kirasa-N armor,0,0,0,None,b6a257f6d6e0f1cdb9ab3f284cfd3cb3,None
1494,BNTI Korund-VM armor,149999,12499,50840,Price updated 21 a minute ago,a0808c6613a4caee681d8fc276d90cf6,None
1495,BNTI LSHZ-2DTM Helmet,61111,15277,61132,Price updated 24 minutes ago,603031830e0c03c2b10f1b790c02b6fe,None
1496,Caiman Ballistic Guard Mandible,55199,13799,15190,Price updated 2 hours ago,e92ecaf4d427dbbac77ad40514b1b9ec,None
1497,Caiman Fixed Arm Visor,17999,8999,11593,Price updated an hour ago,6df0b532842ae123a8ee52ffe2a704b4,None
1498,Caiman Hybrid Ballistic Applique (black),30000,15000,37386,Price updated an hour ago,8c0c41d61a3b418113b6aa44932a8e57,None
1499,Crye Airframe Chops,44500,11125,23870,Price updated 1 an hour ago,8fb1c15a594f871ae4aae4b50a0345ad,None
1500,Crye Airframe Ears,22400,5600,22444,Price updated an hour ago,1fafad109829a7994c2058a5b07c87ad,None
1501,Crye Precision Airframe Tan,114998,28749,75113,Price updated 36 minutes ago,319ed8304877cc6285eaac672448c850,None
1502,DEVTAC Ronin ballistic helmet,103500,25875,102245,Price updated 43 minutes ago,c8aa7cd871a66b1d3e33fa37c9a2b354,None
1503,Diamond Age Bastion Helmet,64000,16000,62620,Price updated 1 an hour ago,5d3c8ad40cb467af436f38874be6e137,None
1504,FORT Defender-2 body armor,180666,15055,180342,Price updated an hour ago,1c78cb41e2ed4bd9dcbf2e488d5ea4c8,None
1505,FORT Redut-M body armor,0,0,0,None,ac5570991dd5e6ea9a2ed6cfbd248ec7,None
1506,FORT Redut-T5 body armor,0,0,0,None,26380faee7267d4008fafef36520d0d2,None
1507,Galvion Caiman Ballistic Helmet,90998,22749,90505,Price updated an hour ago,e6b1e3c963eba8cf778be648fe983961,None
1508,Highcom Striker ACHHC IIIA black helmet,42222,10555,34205,Price updated 2 hours ago,fdee3a6ca4fe98c52aac15628c383dc4,None
1509,Highcom Striker ACHHC IIIA olive helmet,44999,11249,32598,Price updated 2 hours ago,7b2d794d25778f6655e345661026cc3b,None
1510,Highcom Striker ULACH IIIA black helmet,69500,17375,48350,Price updated 3 hours ago,2b9892a9bbfe38c0bc99a8b5768afc28,None
1511,Highcom Striker ULACH IIIA tan helmet,61777,15444,44979,Price updated 2 hours ago,8e241c491213f129e0816c362c44e2a9,None
1512,Highcom Trooper TFO armor (multicam),0,0,0,None,1d4f411b269b62469c2d4b38d22e1b98,None
1513,IOTV Gen4 armor (assault kit),0,0,0,None,c7b1c01805537723556ef981b8113103,None
1514,IOTV Gen4 armor (full protection),0,0,0,None,62378c8a60ae575a65124f725776d06d,None
1515,IOTV Gen4 armor (high mobility kit),0,0,0,None,223363cec45f4f499d75a2876f22c8a6,None
1516,Jack-o'-lantern tactical pumpkin helmet,800000,200000,6200,Price updated one month ago,No hash,None
1517,K1S Visor,3999,1999,3008,Price updated 24 minutes ago,504e0fa954a5319e76f700b1036bfc79,None
1518,Kiver face shield,0,0,0,None,bd5d52ca9a45ffdb753660c3e5f07dd2,None
1519,Kiver-M Helmet,20999,5249,19297,Price updated 2 hours ago,90dea48f43171ace258e21f91cebdbbb,None
1520,Kolpak-1S riot helmet,5000,1250,4545,Price updated 25 minutes ago,9e073bc6fee1e54ef51d5e633bc82074,None
1521,LBT 6094A Slick Plate Carrier,0,0,0,None,7ca905ce5d962971e14b3afd9d8453c4,None
1522,LSHZ-2DTM Aventail,20999,10499,20584,Price updated 2 hours ago,ecc68a17e108117c5fb8fb0a6001447b,None
1523,LSHZ-2DTM face shield,0,0,0,None,52cf35069297e89d0e3d7c63a405c277,None
1524,LZSh light helmet,37000,9250,29366,Price updated 4 hours ago,45d691489d082845ba40192dbc9c97db,None
1525,Light armored Shattered mask,23999,5999,14843,Price updated 43 minutes ago,7ecd101fe0d5b65bcac1296d336f05f6,None
1526,MF-UNTAR armor vest,0,0,0,None,663a5115a8cd4e6b8160edc2ec6dd2eb,None
1527,MSA ACH TC-2001 MICH Series Helmet,39000,9750,28644,Price updated 3 hours ago,3d6082aacdc0275014d7bde0c0beeaf8,None
1528,MSA ACH TC-2002 MICH Series Helmet,37500,9375,30442,Price updated 7 hours ago,0dceeb597d70dd08a98fd6fa0baecf53,None
1529,MSA Gallet TC 800 High Cut combat helmet,50000,12500,35960,Price updated an hour ago,e4bd03c4be6240cf718c6630483f3db7,None
1530,Maska 1Sch face shield,55000,27500,35836,Price updated 4 hours ago,e108cc03de307d64b3499dbafdbf7739,None
1531,Maska 1Sch face shield (Killa),0,0,0,None,240240bc7022eafa7fc0006d94b284e6,None
1532,Maska 1Sch helmet,78500,19625,78323,Price updated 2 hours ago,edb3bbee1b76248dc0dc9dae34d43469,None
1533,Maska 1Sch helmet (Killa),79999,19999,78323,Price updated 2 hours ago,a0a9107eafca2d542e7ef605a2664e76,None
1534,Module-3M bodyarmor,0,0,0,None,0248b8716182e65a1b71d901bda2bb20,None
1535,Multi-hit ballistic face shield-visor for Ops-Core FAST helmet,0,0,0,None,d31874796b85dcdada31ab1ad57d669f,None
1536,Ops-Core FAST Visor,19000,9500,7253,Price updated 9 minutes ago,9657494150d37a8745058874bcd38ec9,None
1537,Ops-Core Fast GUNSIGHT Mandible,13300,3325,13231,Price updated 1 an hour ago,fa742e4b143cfffd1b7229c4624b4134,None
1538,Ops-Core Fast MT SUPER HIGH CUT Helmet,97000,24250,81205,Price updated 2 hours ago,7f4931fcc057aeafef484de1edd08b00,None
1539,Ops-Core Fast MT SUPER HIGH CUT Helmet Tan,89900,22475,71929,Price updated 3 hours ago,4fe259b92b1253c7e85865b463bb0912,None
1540,Ops-Core Fast Side Armor,0,0,0,None,867ecbd8b94af089ec88d2896bec890a,None
1541,PACA Soft Armor,0,0,0,None,52b73e2090f147529d7a15a94e0800e4,None
1542,"PSH-97 ""Djeta"" helmet",7600,1900,10044,Price updated 5 days ago,632a6932241218d1a775264b071ee5dc,None
1543,Rys-T face shield,49400,24700,49265,Price updated 9 minutes ago,20d79b0503dc4c316e2063050d9484e8,None
1544,Rys-T helmet,0,0,122963,Price updated 2 months ago,No hash,None
1545,SHPM Firefighter's helmet,7900,1975,7626,Price updated 2 days ago,9a6b7455b4523d1da7370cfea7d11e5c,None
1546,SLAAP armor Plate (Tan),51000,25500,55366,Price updated 1 an hour ago,25e46662bc490cd0b3c1cebd6f5bdde3,None
1547,SSSh-95 Sfera-S (Sphere-S),46860,11715,46811,Price updated 2 hours ago,15fdfd7cd94297aa90488b65f893bd28,None
1548,SSh-68 helmet (1968 steel helmet),20000,5000,10540,Price updated 2 hours ago,6d16d91dae47373ddee5f8257a21e294,None
1549,Soft tank crew helmet TSH-4M-L,7999,1999,5394,Price updated 2 hours ago,e45f12b648a20dd4f8475297f2d87f4b,None
1550,TW EXFIL Ballistic helmet face shield (black),34500,17250,19530,Price updated 2 hours ago,3e1480ca00ea51a7a4f214963ef1c8e4,None
1551,TW EXFIL Ballistic helmet face shield (coyote),27000,13500,19530,Price updated 2 hours ago,6bb7904f61f58b458ca172bec69f68ff,None
1552,TW EXFIL Ear Covers Black,41000,10250,24304,Price updated 1 an hour ago,e81d7746eadf7374cc87c6163101df37,None
1553,TW EXFIL Ear Covers Coyote,35000,8750,24304,Price updated 4 hours ago,e8638a43ee171e124efee76df4eccec5,None
1554,Tac-Kek Fast MT Helmet (non-ballistic replica),13000,3250,9362,Price updated 3 hours ago,203acfe3e4d3ada0cbc3f46f66553f61,None
1555,Tac-Kek Heavy Trooper mask,63000,15750,37820,Price updated 43 minutes ago,f158318bd4851082264121d9e5de872f,None
1556,Team Wendy EXFIL Ballistic Helmet Black,166000,41500,81344,Price updated 26 minutes ago,36f4f6f7a34f8e0432ade9a369935157,None
1557,Team Wendy EXFIL Ballistic Helmet Coyote,86000,21500,81344,Price updated 3 hours ago,1d0302257bb56f9a50448540df05e06c,None
1558,UNTAR helmet,29000,7250,13265,Price updated 2 hours ago,e77534fda7ebe2d84a945c73629e724a,None
1559,Vulkan-5 (LShZ-5) heavy helmet,164444,41111,164193,Price updated 26 minutes ago,93c16fe9fd43a4c3bd7ddb92fbe8021d,None
1560,Vulkan-5 face shield,0,0,0,None,e9ba35f19855fc00b9dbd51d15d82ef1,None
1561,ZSh-1-2M face shield,0,0,0,None,ea00d823f9368e21c7d45ea7dd788b3e,None
1562,ZSh-1-2M helmet,34000,8500,36015,Price updated 3 hours ago,1686ac97294d86b8c669a1041d6a9cc5,None
1563,ZSh-1-2M helmet (black),29998,7499,33331,Price updated 3 hours ago,1c489fcb3f0497892275101d5f281de0,None
1564,Zhuk-3 Press armor,0,0,0,None,db734e55dc4e0caa49611e42574467fe,None
1565,Zhuk-6a heavy armor,0,0,0,None,674c1f898fa104b0e1195bb64a856bf2,None
1566,GSSh-01 active headset,13499,3374,7416,Price updated 3 hours ago,cf8725240a2b83f7edc957ca252b7ed5,None
1567,MSA Sordin Supreme PRO-X/L active headphones,28200,7050,14355,Price updated an hour ago,2850a9e7a7042845de2efd3690a39b11,None
